timestamp_utc,source,run_id,session_id,step,user_step,user_type,item_id,topic_id,topic_name,vibe_id,vibe_style,cluster_id,headline,reward,regret,epsilon,decision,pred_score,listen_ms,total_ms,liked,shared,rewinded,fast_skip,finished,interest
2026-02-12T10:45:01.216535+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,1,1,unknown_live,6953,1781,source_mashable,0,Analytical Deep Dive,32,Sora update: OpenAI expects copyright holders to opt out character by character - Mashable,1.3903999999999996,,,skip,0.9054034352302551,5869.0,10000.0,False,False,False,False,False,0.5869
2026-02-12T10:45:01.220496+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,2,2,unknown_live,244,4,zerohedge.blogspot.com,5,Hype Beast,57,Daily Highlights: 7.27.09,6.356800000000002,,,skip,0.9088079333305359,8973.0,10000.0,True,False,False,False,False,0.8973000000000001
2026-02-12T10:45:01.224091+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,3,3,unknown_live,5712,1614,source_international_atomic_energy_agency,5,Hype Beast,24,The IAEA’s Successful Field Trial: A Promising Breakthrough in Combating Fusarium Wilt in Bananas - International Atomic Energy Agency,5.5472,,,skip,0.9021424055099487,8467.0,10000.0,False,False,False,False,False,0.8467
2026-02-12T10:45:01.227777+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,4,4,unknown_live,1413,6,theguardian.com,5,Hype Beast,2,Hong Kong’s once-vibrant press stays silent or celebrates Jimmy Lai’s 20-year jail sentence,5.559999999999999,,,skip,0.9080654978752136,8475.0,10000.0,False,False,False,False,False,0.8474999999999999
2026-02-12T10:45:01.231496+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,5,5,unknown_live,5970,1709,source_dallas_express,5,Hype Beast,54,Neuralink Breakthrough: ALS Patient Controls Robotic Arm With Brain-Computer Interface - Dallas Express,10.0,,,auto,0.8958979845046997,9532.0,10000.0,True,True,True,False,True,0.9532
2026-02-12T10:45:01.235075+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,6,6,unknown_live,15025,4260,source_minnesota_women_s_press,5,Hype Beast,7,Minnesota Women’s Press Wins Five State Media Awards - Minnesota Women's Press,6.2256,,,skip,0.9022127389907837,8891.0,10000.0,True,False,False,False,False,0.8891
2026-02-12T10:45:01.238915+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,7,7,unknown_live,1776,0,dailymail.co.uk,4,Clickbait Shocker,54,Newly-single Olivia Attwood stuns in a cream feather top as she joins chic Ashley James and AJ Odudu at EE BAFTA Rising Star bash,10.0,,,auto,0.9069713354110718,9233.0,10000.0,True,False,True,False,False,0.9233
2026-02-12T10:45:01.242360+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,8,8,unknown_live,9915,2886,source_tech_xplore,0,Analytical Deep Dive,12,"Have you given away secrets on ChatGPT? Be careful about giving away proprietary details, cautions a professor - Tech Xplore",4.505599999999999,,,skip,0.9036638736724854,7816.0,10000.0,False,False,False,False,False,0.7816
2026-02-12T10:45:01.246038+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,9,9,unknown_live,11976,3477,tsukuba.ac.jp,5,Hype Beast,30,Byzantine Solar Eclipse Records Illuminate Obscure History of Earth's Rotation | Research News - University of Tsukuba - tsukuba.ac.jp,6.359999999999999,,,skip,0.9033626914024353,8975.0,10000.0,True,False,False,False,False,0.8975
2026-02-12T10:45:01.249989+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,10,10,unknown_live,6893,1971,source_vice,0,Analytical Deep Dive,2,OpenAI’s New Sora 2 AI Video Generator Still Uses Copyrighted Work by Default - VICE,3.6031999999999993,,,skip,0.9034505486488342,7252.0,10000.0,False,False,False,False,False,0.7252
2026-02-12T10:45:01.254052+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,11,11,unknown_live,16216,37,goodnewsnetwork.org,5,Hype Beast,34,"Nebraska Woman Learns to Row, Then Becomes First Female to Cross the Atlantic Alone in 3,000 Mile Race",10.0,,,auto,0.9074512124061584,9406.0,10000.0,True,False,True,False,False,0.9406000000000001
2026-02-12T10:45:01.257325+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,12,12,unknown_live,2481,303,etenergyworld.com,5,Hype Beast,8,"Mumbai's 1000MW renewable energy boost: Kudus-Aarey HVDC project completed, ETEnergyworld - ETEnergyworld.com",6.070400000000001,,,skip,0.9008029699325562,8794.0,10000.0,True,False,False,False,False,0.8794000000000001
2026-02-12T10:45:01.261084+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,13,13,unknown_live,6447,229,source_times_of_india,5,Hype Beast,54,Elon Musk announces Starlink breakthrough: Phones to connect directly to satellites in 2 years - Times of India,10.0,,,auto,0.9047463536262512,9774.0,10000.0,True,True,True,False,True,0.9773999999999999
2026-02-12T10:45:01.264498+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,14,14,unknown_live,5807,864,source_yahoo,5,Hype Beast,4,Researchers make major breakthrough that could transform how people eat burgers: 'A significant step' - Yahoo,6.331200000000001,,,skip,0.8992592096328735,8957.0,10000.0,True,False,False,False,False,0.8957
2026-02-12T10:45:01.269790+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,15,15,unknown_live,4500,585,source_yahoo_finance_canada,5,Hype Beast,30,Space sector eyes further investment growth in 2026 after record year - Yahoo! Finance Canada,10.0,,,auto,0.9082727432250977,9623.0,10000.0,True,True,True,False,True,0.9622999999999999
2026-02-12T10:45:01.273993+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,16,16,unknown_live,9586,101,source_the_guardian,6,Sarcastic Takedown,1,"I tested my tap water, household products and cat for toxic 'forever chemicals' - The Guardian",-2.936,,,skip,0.9053131341934204,3165.0,10000.0,False,False,False,False,False,0.3165
2026-02-12T10:45:01.278478+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,17,17,unknown_live,6217,1785,source_phoneworld,0,Analytical Deep Dive,19,OpenAI Launches Codex Desktop App as AI Coding Race Heats Up - PhoneWorld,6.0367999999999995,,,skip,0.9064935445785522,8773.0,10000.0,True,False,False,False,False,0.8773
2026-02-12T10:45:01.281955+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,18,18,unknown_live,7840,952,source_itweb,5,Hype Beast,13,Meta unleashes AI power to boost SA’s creator economy - ITWeb,10.0,,,auto,0.8952193260192871,9890.0,10000.0,True,True,True,False,True,0.9890000000000001
2026-02-12T10:45:01.286349+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,19,19,unknown_live,6055,119,source_yicai_global,5,Hype Beast,24,"China Hails Breakthrough in Mind Control of Smart Wheelchairs, Robot Dogs - Yicai Global",10.0,,,auto,0.9040728211402893,9245.0,10000.0,True,False,True,False,False,0.9244999999999999
2026-02-12T10:45:01.289941+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,20,20,unknown_live,16200,0,dailymail.co.uk,0,Analytical Deep Dive,18,The £5 beauty classics being rediscovered by Gen Z - and may well already be on your bathroom shelf,0.6181119608674073,,,skip,0.8973129391670227,7711.0,10000.0,False,False,False,False,False,0.7711
2026-02-12T10:45:01.313849+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,21,21,unknown_live,6891,1967,source_send2press,0,Analytical Deep Dive,48,Fineshare Launches Vora AI – Now Instantly Upgrade Sora Videos to 4K with Clean Visuals - Send2Press,4.722635146796806,,,skip,0.9038453102111816,8950.0,10000.0,True,False,False,False,False,0.8949999999999999
2026-02-12T10:45:01.317180+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,22,22,unknown_live,6014,163,source_south_china_morning_post,5,Hype Beast,31,Chinese breakthrough challenges Elon Musk’s verdict on paralysed patients - South China Morning Post,3.0530868010123893,,,skip,0.9048128128051758,8469.0,10000.0,False,False,False,False,False,0.8469
2026-02-12T10:45:01.320561+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,23,23,unknown_live,1846,12,hypebeast.com,5,Hype Beast,27,Britney Spears Sells Ownership Stake in Music Catalog to Primary Wave,10.0,,,auto,0.8971359729766846,9318.0,10000.0,True,False,True,False,False,0.9318
2026-02-12T10:45:01.323945+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,24,24,unknown_live,6718,681,source_usa_today,5,Hype Beast,17,Is longevity the new gut health? Discover mitochondria‑boosting gummies - USA Today,10.0,,,auto,0.9084354043006897,9878.0,10000.0,True,True,True,False,True,0.9878
2026-02-12T10:45:01.327652+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,25,25,unknown_live,5750,1631,da.gov.ph,5,Hype Beast,21,Biotech breakthroughs in agri deemed vital for food security - da.gov.ph,10.0,,,auto,0.902321994304657,9045.0,10000.0,True,False,True,False,False,0.9045
2026-02-12T10:45:01.331062+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,26,26,unknown_live,6197,1758,source_venturebeat,0,Analytical Deep Dive,3,OpenAI's new Codex app hits 1M+ downloads in first week — but limits may be coming to free and Go users - Venturebeat,-5.511816506766516,,,skip,0.9073003530502319,5435.0,10000.0,False,False,False,False,False,0.5435
2026-02-12T10:45:01.335177+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,27,27,unknown_live,11600,3361,source_university_of_helsinki,5,Hype Beast,16,Urban gardening may improve human health – Research subjects benefitted from microbial exposure that boosts the immune system - University of Helsinki,4.674923493437895,,,skip,0.9077330231666565,8891.0,10000.0,True,False,False,False,False,0.8891
2026-02-12T10:45:01.339176+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,28,28,unknown_live,5101,1374,source_consumer_finance_monitor,0,Analytical Deep Dive,45,Federal Reserve Identifies Top Fair Lending Violations - Consumer Finance Monitor,1.077122912503107,,,skip,0.9025512933731079,7854.0,10000.0,False,False,False,False,False,0.7854
2026-02-12T10:45:01.342357+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,29,29,unknown_live,16264,56,source_business_standard,0,Analytical Deep Dive,33,"After Google, OpenAI is developing AI agents for automating tasks: Report - Business Standard",10.0,,,auto,0.9056820273399353,9629.0,10000.0,True,True,True,False,True,0.9629
2026-02-12T10:45:01.346158+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,30,30,unknown_live,5762,1635,source_cgiar,5,Hype Beast,58,The Hidden Power of an Orange Grain: Why Pro-Vitamin A Maize Could Be Africa’s Next Food Safety Breakthrough - CGIAR,10.0,,,auto,0.9060739278793335,9768.0,10000.0,True,True,True,False,True,0.9768000000000001
2026-02-12T10:45:01.349030+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,31,31,unknown_live,8413,382,source_analytics_india_magazine,0,Analytical Deep Dive,6,Can Vibe Coding Really Compete with Traditional SaaS? - Analytics India Magazine,-5.440248924282304,,,skip,0.9020354747772217,5416.0,10000.0,False,False,False,False,False,0.5416000000000001
2026-02-12T10:45:01.351846+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,32,32,unknown_live,15372,1795,source_marktechpost,0,Analytical Deep Dive,35,4 Open-Source Alternatives to OpenAI’s $200/Month Deep Research AI Agent - MarkTechPost,-0.5716848817292834,,,skip,0.8943861722946167,7267.0,10000.0,False,False,False,False,False,0.7267
2026-02-12T10:45:01.355271+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,33,33,unknown_live,6327,981,source_webpronews,5,Hype Beast,14,"SpaceX Files for 15,000 New Starlink Satellites to Boost Cell Connectivity - WebProNews",3.683108131411008,,,skip,0.9043578505516052,8462.0,10000.0,False,False,False,False,False,0.8462
2026-02-12T10:45:01.358577+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,34,34,unknown_live,15527,54,source_the_new_york_times,0,Analytical Deep Dive,5,OpenAI to Give Away Some of the Technology That Powers ChatGPT - The New York Times,-5.504586643243174,,,skip,0.9057304263114929,5296.0,10000.0,False,False,False,False,False,0.5296000000000001
2026-02-12T10:45:01.361437+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,35,35,unknown_live,3660,847,source_mayer_brown,0,Analytical Deep Dive,35,Cross-Border Tech Deals: Safeguarding Innovation Without Slowing the Business - Mayer Brown,1.3740613913774746,,,skip,0.897369921207428,7732.0,10000.0,False,False,False,False,False,0.7732
2026-02-12T10:45:01.364486+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,36,36,unknown_live,7434,2131,source_milwaukee_record,5,Hype Beast,63,Alley Eyes embrace the anthemic side of indie sleaze with excellent “No Good” - Milwaukee Record,10.0,,,auto,0.9017826914787292,9355.0,10000.0,True,False,True,False,False,0.9355
2026-02-12T10:45:01.367240+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,37,37,unknown_live,5378,500,source_eu_startups,5,Hype Beast,5,Germany's aevoloop backs circular plastics innovation with €8 million boost to tackle waste and microplastics - EU-Startups,5.425549157810659,,,skip,0.9052215218544006,8984.0,10000.0,True,False,False,False,False,0.8984
2026-02-12T10:45:01.369829+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,38,38,unknown_live,2053,140,source_al_jazeera,0,Analytical Deep Dive,21,Russia tries to spoil Ukraine’s counteroffensive before winter - Al Jazeera,-4.624199335277424,,,skip,0.9064596891403198,5781.0,10000.0,False,False,False,False,False,0.5781
2026-02-12T10:45:01.373022+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,39,39,unknown_live,12071,2275,source_howstuffworks,0,Analytical Deep Dive,28,Top 5 Crazy Government Experiments - HowStuffWorks,3.0208939294462427,,,skip,0.9080429673194885,8179.0,10000.0,False,False,False,False,False,0.8179000000000001
2026-02-12T10:45:01.376264+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,40,40,unknown_live,6892,692,source_npr,0,Analytical Deep Dive,20,OpenAI blocks MLK Jr. videos on Sora after 'disrespectful depictions' - NPR,0.9686205289577118,,,skip,0.9035869836807251,7623.0,10000.0,False,False,False,False,False,0.7623
2026-02-12T10:45:01.397533+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,41,41,unknown_live,5693,402,source_xinhua,5,Hype Beast,53,China's breeding breakthroughs fortify food security - Xinhua,4.286122199319774,,,skip,0.8948001265525818,8557.0,10000.0,True,False,False,False,False,0.8557
2026-02-12T10:45:01.400618+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,42,42,unknown_live,6838,55,source_cnbc,0,Analytical Deep Dive,10,"Meta's AI app has seen growth soar since launch of Vibes, but trails OpenAI's Sora - CNBC",10.0,,,auto,0.906552255153656,9982.0,10000.0,True,True,True,False,True,0.9982
2026-02-12T10:45:01.403914+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,43,43,unknown_live,4988,1334,source_bez_kabli,5,Hype Beast,52,"Dow Jones hits another record as weak retail sales keeps Fed bets alive, Coke slips - Bez Kabli",3.432187627732912,,,skip,0.8984109163284302,8320.0,10000.0,False,False,False,False,False,0.8320000000000001
2026-02-12T10:45:01.407145+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,44,44,unknown_live,2332,301,source_kalinga_tv,1,Angry Rant,44,"Power Grid Issues 20 MW/80 MWh Battery Storage Tender at Basta, Odisha - Kalinga TV",-7.513218494719723,,,skip,0.9058308005332947,2854.0,10000.0,False,False,False,False,False,0.2854
2026-02-12T10:45:01.410181+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,45,45,unknown_live,14376,1031,source_world_bank,0,Analytical Deep Dive,41,"For Persons with Disabilities, Accessible Transport Provides Pathways to Opportunity - World Bank",-4.54866290292259,,,skip,0.9049153923988342,5553.0,10000.0,False,False,False,False,False,0.5553
2026-02-12T10:45:01.413071+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,46,46,unknown_live,5791,356,source_devdiscourse,5,Hype Beast,52,Major Breakthrough: Chhattisgarh Police Foils Naxal Arms Network - Devdiscourse,4.5350383364172835,,,skip,0.9057574272155762,8600.0,10000.0,True,False,False,False,False,0.86
2026-02-12T10:45:01.415797+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,47,47,unknown_live,15208,4325,source_in_these_times,0,Analytical Deep Dive,10,"In the Shadow of the Obama Center, Chicago Residents Fight Displacement - In These Times",-3.330654345320815,,,skip,0.9064826965332031,6093.0,10000.0,False,False,False,False,False,0.6093
2026-02-12T10:45:01.418519+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,48,48,unknown_live,4353,212,source_whalesbook,5,Hype Beast,56,"NCC: JJM Payments Boost Outlook, Q4 Execution Eyed - Whalesbook",5.105479034685549,,,skip,0.9042437672615051,8794.0,10000.0,True,False,False,False,False,0.8794000000000001
2026-02-12T10:45:01.421961+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,49,49,unknown_live,2531,330,eskom.co.za,5,Hype Beast,9,Power system remains stable as Eskom continues to record significant gains from the Generation Recovery Plan - eskom.co.za,10.0,,,auto,0.9083665609359741,9214.0,10000.0,True,False,True,False,False,0.9214
2026-02-12T10:45:01.425078+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,50,50,unknown_live,8257,218,source_pr_newswire,0,Analytical Deep Dive,53,"DIY Home Improvement Market in Europe to Grow by USD 32.9 Billion (2025-2029), Driven by Rising Interest in Projects, Report Highlights AI Impact on Trends - Technavio - PR Newswire",-8.430800977963623,,,skip,0.9049760699272156,722.0,10000.0,False,False,False,True,False,0.0722
2026-02-12T10:45:01.427891+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,51,51,unknown_live,8820,2547,source_runner_s_world,0,Analytical Deep Dive,26,Puma just made its flagship racer lighter – and the Deviate Nitro Elite 4 means business - Runner's World,-4.279106164592067,,,skip,0.9018902778625488,5247.0,10000.0,False,False,False,False,False,0.5246999999999999
2026-02-12T10:45:01.430638+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,52,52,unknown_live,8329,352,source_digitimes,5,Hype Beast,29,Apple integrates AI agents into Xcode to boost coding productivity - digitimes,10.0,,,auto,0.9066735506057739,9591.0,10000.0,True,True,True,False,True,0.9591
2026-02-12T10:45:01.433530+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,53,53,unknown_live,7505,980,source_business_insider,0,Analytical Deep Dive,41,I'm a 2-time college dropout and I followed this unusual career advice to land my dream job working in a national park - Business Insider,0.05017578255817301,,,skip,0.8943042755126953,6963.0,10000.0,False,False,False,False,False,0.6963
2026-02-12T10:45:01.436536+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,54,54,unknown_live,9330,2442,source_screen_rant,0,Analytical Deep Dive,23,Netflix's 2-Part Psychological Thriller Masterpiece Is The Perfect Weekend Binge - Screen Rant,2.8428897005139513,,,skip,0.9061087369918823,7917.0,10000.0,False,False,False,False,False,0.7917
2026-02-12T10:45:01.439413+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,55,55,unknown_live,4837,1274,source_nexford_university,0,Analytical Deep Dive,59,Top 10 Highest Paying Artificial Intelligence Jobs & Salaries 2026 - Nexford University,-2.422131292810368,,,skip,0.9006577134132385,6087.0,10000.0,False,False,False,False,False,0.6087
2026-02-12T10:45:01.444893+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,56,56,unknown_live,7321,2079,source_who_what_wear,0,Analytical Deep Dive,47,"Wizard Coats and ""Witchy"" Boots—Has Fashion Gone Practically Magic? - Who What Wear",2.283259738115431,,,skip,0.8932511210441589,7701.0,10000.0,False,False,False,False,False,0.7701
2026-02-12T10:45:01.447948+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,57,57,unknown_live,6934,1979,source_ai_marketing_institute,0,Analytical Deep Dive,44,OpenAI's Sora 2: AI Video Magic Meets Copyright Chaos - AI Marketing Institute,-7.8285064083478915,,,skip,0.9074663519859314,1825.0,10000.0,False,False,False,True,False,0.1825
2026-02-12T10:45:01.450774+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,58,58,unknown_live,11049,61,source_nature,0,Analytical Deep Dive,23,A human–AI collaboration workflow for archaeological sites detection - Scientific Reports - Nature,-1.4460951692440391,,,skip,0.8938974142074585,6287.0,10000.0,False,False,False,False,False,0.6287
2026-02-12T10:45:01.453766+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,59,59,unknown_live,2108,177,source_united24_media,0,Analytical Deep Dive,42,Syrskyi Confirms Ukraine’s Special Forces and HUR Airborne Units Lead Battle to Reclaim Pokrovsk - UNITED24 Media,-1.8245187668439353,,,skip,0.9008498191833496,6133.0,10000.0,False,False,False,False,False,0.6133
2026-02-12T10:45:01.456833+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,60,60,unknown_live,1969,117,source_economic_research_service_gov,0,Analytical Deep Dive,29,Poultry Expected To Continue Leading Global Meat Imports as Demand Rises - Economic Research Service (.gov),0.16805736304543129,,,skip,0.9066004157066345,6843.0,10000.0,False,False,False,False,False,0.6843
2026-02-12T10:45:01.476978+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,61,61,unknown_live,5825,98,source_myjoyonline,5,Hype Beast,61,Ghana records 4.7 tonnes per hectare in wheat breakthrough led by Dr Felix Frimpong - MyJoyOnline,4.032492121550731,,,skip,0.9052507281303406,8224.0,10000.0,False,False,False,False,False,0.8224
2026-02-12T10:45:01.479995+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,62,62,unknown_live,6863,1926,source_cnet,0,Analytical Deep Dive,38,"OpenAI's New Social Media App Will Be All AI Videos, Thanks to New Sora 2 Model - CNET",-1.0269995766100042,,,skip,0.9017647504806519,6447.0,10000.0,False,False,False,False,False,0.6447
2026-02-12T10:45:01.482755+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,63,63,unknown_live,6433,298,source_csiro,5,Hype Beast,36,Vehicle-to-Grid breakthrough earns ENA Industry Innovation Award - CSIRO,10.0,,,auto,0.899871826171875,9278.0,10000.0,True,False,True,False,False,0.9278000000000001
2026-02-12T10:45:01.485382+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,64,64,unknown_live,4488,310,source_mint,0,Analytical Deep Dive,36,More an overheated summer than a funding winter in FY23: Prime Venture's Swamy | Company Business News - Mint,2.8017571817963702,,,skip,0.9065539240837097,7757.0,10000.0,False,False,False,False,False,0.7757
2026-02-12T10:45:01.488611+00:00,live_app,,0005600b-41ae-4b92-a846-c3251be081b8,65,65,unknown_live,10113,169,source_australian_broadcasting_corporation,0,Analytical Deep Dive,46,A school told parents only 'limited' data was published by hackers. What the ABC found went far further - Australian Broadcasting Corporation,-0.6168274591425937,,,skip,0.9068043828010559,6601.0,10000.0,False,False,False,False,False,0.6601
